chr	pos	depth
17	7577186	6383
17	7577187	6383
17	7577188	6383
17	7577189	6383
17	7577190	6383
17	7577191	6383
17	7577192	6383
17	7577193	6383
17	7577194	6383
17	7577195	6383
17	7577196	6383
17	7577197	6383
17	7577198	6383
17	7577199	6383
17	7577200	6383
17	7577201	6383
17	7577202	6383
17	7577203	6383
17	7577204	6383
17	7577205	6383
17	7577206	6383
17	7577207	6383
17	7577208	6383
17	7577209	6383
17	7577210	6383
17	7577211	6383
17	7577212	6383
17	7577213	6383
17	7577214	6383
17	7577215	6383
17	7577216	6383
17	7577217	6383
17	7577218	6382
17	7577219	6382
17	7577220	6381
17	7577393	4871
17	7577394	4871
17	7577395	4871
17	7577396	4871
17	7577397	4871
17	7577398	4871
17	7577399	4871
17	7577400	4871
17	7577401	4871
17	7577402	4871
17	7577403	4871
17	7577404	4871
17	7577405	4871
17	7577406	4871
17	7577407	4871
17	7577408	4871
17	7577409	4871
17	7577410	4871
17	7577411	4871
17	7577412	4871
17	7577413	4871
17	7577414	4871
17	7577415	4871
17	7577416	4871
17	7577417	4871
17	7577418	4871
17	7577419	4871
17	7577420	4871
17	7577421	4871
17	7577422	4871
17	7577423	4871
17	7577424	4871
17	7577425	4871
17	7577426	4871
17	7577427	4871
17	7577428	4871
17	7577429	4871
17	7577430	4871
17	7577431	4871
17	7577432	4871
17	7577433	4871
17	7577434	4871
17	7577435	4871
17	7577436	4871
17	7577437	4871
17	7577438	4871
17	7577439	4871
17	7577440	4871
17	7577441	4871
17	7577442	4871
17	7577443	4871
17	7577444	4871
17	7577445	4871
17	7577446	4871
17	7577447	4871
17	7577448	4871
17	7577449	4871
17	7577450	4871
17	7577451	4871
17	7577452	4871
17	7577453	4871
17	7577454	4871
17	7577455	4871
17	7577456	4871
17	7577457	4871
17	7577458	4871
17	7577459	4871
17	7577460	4871
17	7577461	4871
17	7577462	4871
17	7577463	4871
17	7577464	4871
17	7577465	4871
17	7577466	4871
17	7577467	4871
17	7577468	4871
17	7577469	4871
17	7577470	4871
17	7577471	4871
17	7577472	4871
17	7577473	4871
17	7577474	4871
17	7577475	4871
17	7577476	4871
17	7577477	4871
17	7577478	4871
17	7577479	4871
17	7577480	4871
17	7577481	4871
17	7577482	4871
17	7577483	4871
17	7577484	4871
17	7577485	4871
17	7577486	4871
17	7577487	4871
17	7577488	4872
17	7577489	4872
17	7577490	4872
17	7577491	4872
17	7577492	4872
17	7577493	4872
17	7577494	4872
17	7577495	4872
17	7577496	4872
17	7577497	4872
17	7577498	4872
17	7577499	4872
17	7577500	4872
17	7577501	4872
17	7577502	4872
17	7577503	4872
17	7577504	4872
17	7577505	4872
17	7577506	4872
17	7577507	4872
17	7577508	4872
17	7577509	4873
17	7577510	4873
17	7577511	2442
17	7577512	5
17	7577513	3
17	7577514	2
17	7577515	2
17	7577516	2
17	7577517	2
17	7577518	2
17	7577519	2
17	7577520	2
17	7577521	2
17	7577522	2
17	7577523	2
17	7577524	2
17	7577525	2
17	7577526	2
17	7577527	2
17	7577528	2
17	7577529	2
17	7577530	2
17	7577531	2
17	7577532	2
17	7577533	2
17	7577534	2
17	7577535	2
17	7577536	2
17	7577537	2
17	7577538	2
17	7577539	2
17	7577540	2
17	7577541	2
17	7577542	2
17	7577543	2
17	7577544	2
17	7577545	2
17	7577546	2
17	7577547	2
17	7577548	2
17	7577549	2
17	7577550	2
17	7577551	2
17	7577552	2
17	7577553	2
17	7577554	2
17	7577555	2
17	7577556	2
17	7577557	2
17	7577558	2
17	7577559	2
17	7577560	2
17	7577561	2
17	7577562	2
17	7577563	2
17	7577564	2
17	7577565	2
17	7577566	2
17	7577567	2
17	7577568	2
17	7577569	2
17	7577570	2
17	7577571	2
17	7577572	2
17	7577573	2
17	7577574	2
17	7577575	2
17	7577576	2
17	7577577	2
17	7577578	2
17	7577579	2
17	7577580	2
17	7577581	2
17	7577582	2
17	7577583	2
17	7577584	2
17	7577585	2
17	7577586	2
17	7577587	2
17	7577588	2
17	7577589	2
17	7577590	2
17	7577591	2
17	7577592	2
17	7577593	2
17	7577594	2
17	7577595	2
17	7577596	2
17	7577597	2
17	7577598	2
17	7577599	2
17	7577600	2
17	7577601	2
17	7577602	2
17	7577603	2
17	7577604	2
17	7577605	2
17	7577606	2
17	7577607	2
17	7577608	2
17	7578096	2105
17	7578097	2105
17	7578098	2105
17	7578099	2105
17	7578100	2105
17	7578101	2105
17	7578102	2105
17	7578103	2105
17	7578104	2105
17	7578105	2105
17	7578106	2105
17	7578107	2105
17	7578108	2105
17	7578109	2105
17	7578110	2105
17	7578111	2105
17	7578112	2105
17	7578113	2105
17	7578114	2105
17	7578115	2105
17	7578116	2105
17	7578117	2105
17	7578118	2105
17	7578119	2105
17	7578120	2105
17	7578121	2105
17	7578122	2105
17	7578123	2105
17	7578124	2105
17	7578125	2105
17	7578126	2105
17	7578127	2105
17	7578128	2105
17	7578129	2105
17	7578130	2105
17	7578131	2105
17	7578132	2105
17	7578133	2105
17	7578134	2105
17	7578135	2105
17	7578136	2105
17	7578137	2105
17	7578138	2105
17	7578139	2105
17	7578140	2105
17	7578141	2105
17	7578142	2105
17	7578143	2105
17	7578144	2105
17	7578145	2105
17	7578146	2105
17	7578147	2105
17	7578148	2105
17	7578149	2105
17	7578150	2105
17	7578151	2105
17	7578152	2105
17	7578153	2105
17	7578154	2105
17	7578155	2105
17	7578156	2105
17	7578157	2105
17	7578158	2105
17	7578159	2105
17	7578160	2105
17	7578161	2105
17	7578162	2105
17	7578163	2105
17	7578164	2105
17	7578165	2105
17	7578166	2105
17	7578167	2105
17	7578168	2105
17	7578169	2103
17	7578170	2103
17	7578171	2103
17	7578172	2103
17	7578173	2103
17	7578174	2103
17	7578175	2101
17	7578176	2101
17	7578177	2101
17	7578178	2101
17	7578179	2101
17	7578180	2101
17	7578181	2101
17	7578182	2101
17	7578183	2101
17	7578184	2101
17	7578185	2101
17	7578186	2101
17	7578187	2101
17	7578188	2101
17	7578189	2101
17	7578190	2101
17	7578191	2101
17	7578192	2101
17	7578193	2101
17	7578194	2101
17	7578195	2101
17	7578196	2101
17	7578197	2101
17	7578198	2101
17	7578199	2101
17	7578200	2101
17	7578201	2101
17	7578202	2232
17	7578203	2233
17	7578204	2233
17	7578205	2233
17	7578206	2232
17	7578207	2231
17	7578208	2231
17	7578209	2370
17	7578210	2370
17	7578211	2370
17	7578212	2080
17	7578213	1317
17	7578214	1317
17	7578215	1317
17	7578216	1317
17	7578217	1317
17	7578218	1317
17	7578219	1317
17	7578220	271
17	7578221	271
17	7578222	271
17	7578223	271
17	7578224	271
17	7578225	271
17	7578226	271
17	7578227	271
17	7578228	271
17	7578229	271
17	7578230	271
17	7578231	271
17	7578232	271
17	7578233	271
17	7578234	271
17	7578235	271
17	7578236	271
17	7578237	271
17	7578238	271
17	7578239	271
17	7578240	271
17	7578241	271
17	7578242	271
17	7578243	271
17	7578244	271
17	7578245	271
17	7578246	271
17	7578247	271
17	7578248	271
17	7578249	271
17	7578250	271
17	7578251	271
17	7578252	271
17	7578253	271
17	7578254	271
17	7578255	271
17	7578256	271
17	7578257	271
17	7578258	271
17	7578259	271
17	7578260	271
17	7578261	271
17	7578262	271
17	7578263	271
17	7578264	271
17	7578265	271
17	7578266	271
17	7578267	271
17	7578268	271
17	7578269	271
17	7578270	271
17	7578271	271
17	7578272	271
17	7578273	271
17	7578274	271
17	7578275	271
17	7578276	271
17	7578277	271
17	7578278	271
17	7578279	271
17	7578280	271
17	7578281	271
17	7578282	271
17	7578283	271
17	7578284	271
17	7578285	271
17	7578286	271
17	7578287	271
17	7578288	271
17	7578289	271
17	7578290	271
17	7578291	271
17	7578292	271
17	7578293	271
17	7578294	271
17	7578295	271
17	7578296	271
17	7578297	271
17	7578298	271
17	7578299	271
17	7578300	271
17	7578301	271
17	7578302	344
17	7578303	344
17	7578304	344
17	7578305	412
17	7578306	412
17	7578307	412
17	7578308	412
17	7578309	412
17	7578310	412
17	7578311	412
17	7578312	412
17	7578313	412
17	7578314	412
17	7578315	412
17	7578316	412
17	7578317	412
17	7578318	412
17	7578319	412
17	7578320	412
17	7578321	412
17	7578322	412
17	7578323	412
17	7578324	412
17	7578325	412
17	7578326	412
17	7578327	412
17	7578328	273
17	7578329	273
17	7578330	273
17	7578331	273
17	7578332	273
17	7578333	273
17	7578334	141
17	7578335	141
17	7578336	141
17	7578337	141
17	7578338	141
17	7578339	141
17	7578340	141
17	7578341	141
17	7578342	141
17	7578343	141
17	7578344	141
17	7578345	141
17	7578346	141
17	7578347	141
17	7578348	141
17	7578349	141
17	7578350	141
17	7578351	141
17	7578352	141
17	7578353	141
17	7578354	141
17	7578355	141
17	7578356	141
17	7578357	141
17	7578358	141
17	7578359	141
17	7578360	141
17	7578361	141
17	7578362	141
17	7578363	141
17	7578364	141
17	7578365	141
17	7578366	141
17	7578367	141
17	7578368	141
17	7578369	141
17	7578370	141
17	7578371	141
17	7578372	141
17	7578373	141
17	7578374	141
17	7578375	141
17	7578376	141
17	7578377	141
17	7578378	141
17	7578379	141
17	7578380	141
17	7578381	141
17	7578382	141
17	7578383	141
17	7578384	141
17	7578385	141
17	7578386	141
17	7578387	141
17	7578388	141
17	7578389	141
17	7578390	141
17	7578391	141
17	7578392	141
17	7578393	141
17	7578394	141
17	7578395	141
17	7578396	141
17	7578397	141
17	7578398	141
17	7578399	141
17	7578400	141
17	7578401	141
17	7578402	141
17	7578403	141
17	7578404	141
17	7578405	141
17	7578406	141
17	7578407	141
17	7578408	141
17	7578409	141
17	7578410	141
17	7578411	141
17	7578412	141
17	7578413	141
17	7578414	141
17	7578415	141
17	7578416	141
17	7578417	141
17	7578418	141
17	7578419	141
17	7578420	141
17	7578421	141
17	7578422	68
17	7578423	68
17	7578424	68
17	7578425	68
17	7578426	1901
17	7578427	1901
17	7578428	3753
17	7578429	3753
17	7578430	3753
17	7578431	3753
17	7578432	3753
17	7578433	3753
17	7578434	3753
17	7578435	3753
17	7578436	3753
17	7578437	3685
17	7578438	3685
17	7578439	3685
17	7578440	3685
17	7578441	3685
17	7578442	3685
17	7578443	3685
17	7578444	3685
17	7578445	3685
17	7578446	3685
17	7578447	3685
17	7578448	3685
17	7578449	3685
17	7578450	3685
17	7578451	3685
17	7578452	3685
17	7578453	3685
17	7578454	3685
17	7578455	3685
17	7578456	3685
17	7578457	3685
17	7578458	3685
17	7578459	3685
17	7578460	3685
17	7578461	3685
17	7578462	3685
17	7578463	3685
17	7578464	3685
17	7578465	3685
17	7578466	3685
17	7578467	3685
17	7578468	3685
17	7578469	3685
17	7578470	3685
17	7578471	3685
17	7578472	3685
17	7578473	3685
17	7578474	3685
17	7578475	3685
17	7578476	3685
17	7578477	3685
17	7578478	3685
17	7578479	3685
17	7578480	3685
17	7578481	3685
17	7578482	3685
17	7578483	3685
17	7578484	3685
17	7578485	3685
17	7578486	3685
17	7578487	3685
17	7578488	3685
17	7578489	3685
17	7578490	3685
17	7578491	3685
17	7578492	3685
17	7578493	3685
17	7578494	3685
17	7578495	3685
17	7578496	3685
17	7578497	3685
17	7578498	3685
17	7578499	3685
17	7578500	3685
17	7578501	3685
17	7578502	3685
17	7578503	3685
17	7578504	3685
17	7578505	3685
17	7578506	3685
17	7578507	3685
17	7578508	3685
17	7578509	3685
17	7578510	3685
17	7578511	3685
17	7578512	3685
17	7578513	3685
17	7578514	3685
17	7578515	3685
17	7578516	3685
17	7578517	3685
17	7578518	3685
17	7578519	3685
17	7578520	3685
17	7578521	3685
17	7578522	3685
17	7578523	3685
17	7578524	3685
17	7578525	3685
17	7578526	3685
17	7578527	3685
17	7578528	3685
17	7578529	3685
17	7578530	3685
17	7578531	3685
17	7578532	3685
17	7578533	3685
17	7578534	3685
17	7578535	3685
17	7578536	3685
17	7578537	3685
17	7578538	3685
17	7578539	3684
17	7578540	3684
17	7578541	3684
17	7578542	3684
17	7578543	3684
17	7578544	3684
17	7578545	3684
17	7578546	1856
17	7578547	1856
17	7578548	1854
17	7578549	1853
17	7578550	1853
17	7578551	1853
17	7578552	1853
17	7578553	1853
17	7578554	1853
17	7579277	758
17	7579278	758
17	7579279	758
17	7579280	758
17	7579281	758
17	7579282	758
17	7579283	758
17	7579284	758
17	7579285	758
17	7579286	758
17	7579287	758
17	7579288	758
17	7579289	758
17	7579290	758
17	7579291	758
17	7579292	758
17	7579293	758
17	7579294	758
17	7579295	758
17	7579296	758
17	7579297	758
17	7579298	758
17	7579299	758
17	7579300	758
17	7579301	758
17	7579302	758
17	7579303	758
17	7579304	758
17	7579305	758
17	7579306	758
17	7579307	758
17	7579308	758
17	7579309	758
17	7579310	758
17	7579311	758
17	7579312	758
17	7579313	758
17	7579314	758
17	7579315	758
17	7579316	758
17	7579317	758
17	7579318	758
17	7579319	758
17	7579320	758
17	7579321	758
17	7579322	758
17	7579323	758
17	7579324	758
17	7579325	758
17	7579326	758
17	7579327	758
17	7579328	758
17	7579329	758
17	7579330	758
17	7579331	758
17	7579332	758
17	7579333	758
17	7579334	758
17	7579335	758
17	7579336	758
17	7579337	758
17	7579338	758
17	7579339	758
17	7579340	758
17	7579341	758
17	7579342	758
17	7579343	758
17	7579344	758
17	7579345	758
17	7579346	758
17	7579347	758
17	7579348	758
17	7579349	758
17	7579350	758
17	7579351	758
17	7579352	758
17	7579353	758
17	7579354	758
17	7579355	758
17	7579356	758
17	7579357	758
17	7579358	758
17	7579359	758
17	7579360	758
17	7579361	758
17	7579362	758
17	7579363	758
17	7579364	758
17	7579365	758
17	7579366	758
17	7579367	758
17	7579368	758
17	7579369	758
17	7579370	758
17	7579371	758
17	7579372	758
17	7579373	758
17	7579374	758
17	7579375	758
17	7579376	758
17	7579377	758
17	7579378	758
17	7579379	758
17	7579380	757
17	7579381	757
17	7579382	757
17	7579383	757
17	7579384	757
17	7579385	757
17	7579386	757
17	7579387	757
17	7579388	757
17	7579389	757
17	7579390	1039
17	7579391	1039
17	7579392	664
17	7579393	681
17	7579394	722
17	7579395	722
17	7579396	722
17	7579397	722
17	7579398	722
17	7579399	341
17	7579400	341
17	7579401	341
17	7579402	341
17	7579403	341
17	7579404	341
17	7579405	341
17	7579406	341
17	7579407	343
17	7579408	343
17	7579409	343
17	7579410	400
17	7579411	400
17	7579412	400
17	7579413	400
17	7579414	401
17	7579415	401
17	7579416	401
17	7579417	413
17	7579418	413
17	7579419	413
17	7579420	434
17	7579421	434
17	7579422	434
17	7579423	434
17	7579424	434
17	7579425	434
17	7579426	434
17	7579427	436
17	7579428	436
17	7579429	436
17	7579430	436
17	7579431	436
17	7579432	436
17	7579433	489
17	7579434	489
17	7579435	489
17	7579436	489
17	7579437	489
17	7579438	489
17	7579439	489
17	7579440	489
17	7579441	489
17	7579442	489
17	7579443	489
17	7579444	489
17	7579445	489
17	7579446	489
17	7579447	489
17	7579448	489
17	7579449	489
17	7579450	489
17	7579451	489
17	7579452	489
17	7579453	489
17	7579454	492
17	7579455	492
17	7579456	492
17	7579457	514
17	7579458	514
17	7579459	514
17	7579460	521
17	7579461	521
17	7579462	521
17	7579463	544
17	7579464	565
17	7579465	565
17	7579466	565
17	7579467	565
17	7579468	565
17	7579469	565
17	7579470	565
17	7579471	567
17	7579472	567
17	7579473	567
17	7579474	567
17	7579475	567
17	7579476	568
17	7579477	568
17	7579478	568
17	7579479	568
17	7579480	568
17	7579481	568
17	7579482	568
17	7579483	570
17	7579484	573
17	7579485	578
17	7579486	614
17	7579487	734
17	7579488	734
17	7579489	735
17	7579490	735
17	7579491	735
17	7579492	735
17	7579493	735
17	7579494	735
17	7579495	735
17	7579496	735
17	7579497	735
17	7579498	735
17	7579499	735
17	7579500	735
17	7579501	735
17	7579502	734
17	7579503	734
17	7579504	734
17	7579505	734
17	7579506	734
17	7579507	734
17	7579508	734
17	7579509	949
17	7579510	668
17	7579511	668
17	7579512	668
17	7579513	668
17	7579514	668
17	7579515	668
17	7579516	403
17	7579517	403
17	7579518	403
17	7579519	403
17	7579520	403
17	7579521	403
17	7579522	403
17	7579523	403
17	7579524	403
17	7579525	403
17	7579526	403
17	7579527	403
17	7579528	403
17	7579529	403
17	7579530	403
17	7579531	403
17	7579532	403
17	7579533	403
17	7579534	403
17	7579535	403
17	7579536	403
17	7579537	403
17	7579538	403
17	7579539	403
17	7579540	403
17	7579541	403
17	7579542	403
17	7579543	403
17	7579544	403
17	7579545	403
17	7579546	403
17	7579547	404
17	7579548	437
17	7579549	3816
17	7579550	3825
17	7579551	3827
17	7579552	3829
17	7579553	3830
17	7579554	3830
17	7579555	3830
17	7579556	3830
17	7579557	3830
17	7579558	3830
17	7579559	3830
17	7579560	3830
17	7579561	3830
17	7579562	3830
17	7579563	3830
17	7579564	3830
17	7579565	3830
17	7579566	3830
17	7579567	3830
17	7579568	3830
17	7579569	3830
17	7579570	3830
17	7579571	3830
17	7579572	3830
17	7579573	7212
17	7579574	7212
17	7579575	7212
17	7579576	7212
17	7579577	7212
17	7579578	7212
17	7579579	7212
17	7579580	7212
17	7579581	7212
17	7579582	7212
17	7579583	7212
17	7579584	7212
17	7579585	7212
17	7579586	7212
17	7579587	7212
17	7579588	7212
17	7579589	7212
17	7579590	7212
17	7579591	7024
17	7579592	7024
17	7579593	7024
17	7579594	7024
17	7579595	7024
17	7579596	7024
17	7579597	7024
17	7579598	7024
17	7579599	7024
17	7579600	7024
17	7579601	7024
17	7579602	7024
17	7579603	7024
17	7579604	7022
17	7579605	7024
17	7579606	7024
17	7579607	7024
17	7579608	7024
17	7579609	7024
17	7579610	7024
17	7579611	7024
17	7579612	7024
17	7579613	7024
17	7579614	7023
17	7579615	6857
17	7579616	6857
17	7579617	6857
17	7579618	6857
17	7579619	6857
17	7579620	6857
17	7579621	6857
17	7579622	6857
17	7579623	6857
17	7579624	6857
17	7579625	6857
17	7579626	6857
17	7579627	6856
17	7579628	6810
17	7579629	6809
17	7579630	6809
17	7579631	6809
17	7579632	6809
17	7579633	6809
17	7579634	6807
17	7579635	6809
17	7579636	6809
17	7579637	6808
17	7579638	6808
17	7579639	6806
17	7579640	6788
17	7579641	6788
17	7579642	6787
17	7579643	6788
17	7579644	3375
17	7579645	3372
17	7579646	3363
17	7579647	3355
17	7579648	266
17	7579649	265
17	7579650	265
17	7579651	265
17	7579652	265
17	7579653	91
17	7579654	91
17	7579655	91
17	7579656	23
17	7579657	23
17	7579658	23
17	7579659	21
17	7579660	3437
17	7579661	3437
17	7579662	3437
17	7579663	3437
17	7579664	3436
17	7579665	3436
17	7579666	3435
17	7579667	3435
17	7579668	3433
17	7579669	3425
17	7579670	3425
17	7579671	3425
17	7579672	3416
17	7579673	3416
17	7579674	3416
17	7579675	3416
17	7579676	3416
17	7579677	3416
17	7579678	3416
17	7579679	3416
17	7579680	3416
17	7579681	3416
17	7579682	3416
17	7579683	3416
17	7579684	3416
17	7579685	3416
17	7579686	3416
17	7579687	3416
17	7579688	3416
17	7579689	3416
17	7579840	8765
17	7579841	8765
17	7579842	8765
17	7579843	8765
17	7579844	8765
17	7579845	8765
17	7579846	8765
17	7579847	8765
17	7579848	8765
17	7579849	8765
17	7579850	8765
17	7579851	8765
17	7579852	8765
17	7579853	8765
17	7579854	8765
17	7579855	8765
17	7579856	8765
17	7579857	8765
17	7579858	8765
17	7579859	8765
17	7579860	8765
17	7579861	8765
17	7579862	8765
17	7579863	8770
17	7579864	8770
17	7579865	8770
17	7579866	8770
17	7579867	8770
17	7579868	8770
17	7579869	8770
17	7579870	8770
17	7579871	8770
17	7579872	8775
17	7579873	8775
17	7579874	8775
17	7579875	8775
17	7579876	8775
17	7579877	8775
17	7579878	8775
17	7579879	8775
17	7579880	8775
17	7579881	8775
17	7579882	8775
17	7579883	8775
17	7579884	8775
17	7579885	8775
17	7579886	8775
17	7579887	8775
17	7579888	8775
17	7579889	8775
17	7579890	8775
17	7579891	8775
17	7579892	8775
17	7579893	8775
17	7579894	8775
17	7579895	8775
17	7579896	8775
17	7579897	8775
17	7579898	8775
17	7579899	8775
17	7579900	8775
17	7579901	8775
17	7579902	8775
17	7579903	8775
17	7579904	8775
17	7579905	8775
17	7579906	8775
17	7579907	8775
17	7579908	8775
17	7579909	8775
17	7579910	8775
17	7579911	8775
17	7579912	8775
17	7579913	8775
17	7579914	8775
17	7579915	8775
17	7579916	8775
17	7579917	8775
17	7579918	8775
17	7579919	8775
17	7579920	8775
17	7579921	8775
17	7579922	8775
17	7579923	8775
17	7579924	8775
17	7579925	8775
17	7579926	8775
17	7579927	8775
17	7579928	8775
17	7579929	8775
17	7579930	8775
17	7579931	8775
17	7579932	8775
17	7579933	8775
17	7579934	8775
17	7579935	8775
17	7579936	8775
17	7579937	8775
17	7579938	8775
17	7579939	8775
17	7579940	8775
17	7579941	8775
17	7579942	8775
17	7579943	8775
17	7579944	8775
17	7579945	8775
17	7579946	8775
17	7579947	8775
17	7579948	8775
17	7579949	8775
17	7579950	8775
17	7579951	8775
17	7579952	8775
17	7579953	8775
17	7579954	8774
17	7579955	8774
17	7579956	8774
17	7579957	8774
17	7579958	8774
17	7579959	4405
17	7579960	4395
17	37863265	42410
17	37863266	42410
17	37863267	42410
17	37863268	42411
17	37863269	42411
17	37863270	42411
17	37863271	42411
17	37863272	42411
17	37863273	42411
17	37863274	42411
17	37863275	42411
17	37863276	42411
17	37863277	42411
17	37863278	42411
17	37863279	42411
17	37863280	42411
17	37863281	42411
17	37863282	42411
17	37863283	42411
17	37863284	42411
17	37863285	42411
17	37863286	42411
17	37863287	42411
17	37863288	42411
17	37863289	42411
17	37863290	42411
17	37863291	42411
17	37863292	42411
17	37863293	42411
17	37863294	42411
17	37863295	42411
17	37863296	42411
17	37863297	42412
17	37863298	42412
17	37863299	42412
17	37863300	42412
17	37863301	42412
17	37863302	42412
17	37863303	42412
17	37863304	42412
17	37863305	42412
17	37863306	42412
17	37863307	42412
17	37863308	42412
17	37863309	42412
17	37863310	42412
17	37863311	42412
17	37863312	42412
17	37863313	42412
17	37863314	42412
17	37863315	42412
17	37863316	42412
17	37863317	42412
17	37863318	42412
17	37863319	42412
17	37863320	42412
17	37863321	42412
17	37863322	42412
17	37863323	42412
17	37863324	42412
17	37863325	42412
17	37863326	42412
17	37863327	42412
17	37863328	42412
17	37863329	42412
17	37863330	42412
17	37863331	42412
17	37863332	42412
17	37863333	42412
17	37863334	42412
17	37863335	42412
17	37863336	42412
17	37863337	42412
17	37863338	42412
17	37863339	42412
17	37863340	42412
17	37863341	42412
17	37863342	42412
17	37863343	42412
17	37863344	42412
17	37863345	42412
17	37863346	42412
17	37863347	42412
17	37863348	42412
17	37863349	42409
17	37863455	28298
17	37863456	28298
17	37863457	28298
17	37863458	28298
17	37863459	28298
17	37863460	28298
17	37863461	28298
17	37863462	28298
17	37863463	28298
17	37863464	28298
17	37863465	28299
17	37863466	28299
17	37863467	28299
17	37863468	28299
17	37863469	28299
17	37863470	28299
17	37863471	28299
17	37863472	28299
17	37863473	28300
17	37863474	28300
17	37863475	28300
17	37863476	28300
17	37863477	28300
17	37863478	28300
17	37863479	28300
17	37863480	28300
17	37863481	28300
17	37863482	28300
17	37863483	28300
17	37863484	28300
17	37863485	28300
17	37863486	28300
17	37863487	28300
17	37863488	28300
17	37863489	28300
17	37863490	28300
17	37863491	28300
17	37863492	28300
17	37863493	28300
17	37863494	28300
17	37863495	28300
17	37863496	28300
17	37863497	28300
17	37863498	28300
17	37863499	28300
17	37863500	28300
17	37863501	28300
17	37863502	28300
17	37863503	28300
17	37863504	28300
17	37863505	28300
17	37863506	28300
17	37863507	28300
17	37863508	28300
17	37863509	28300
17	37863510	28300
17	37863511	28300
17	37863512	28300
17	37863513	28300
17	37863514	28300
17	37863515	28300
17	37863516	28300
17	37863517	28300
17	37863518	28300
17	37863519	28300
17	37863520	28300
17	37863521	28300
17	37863522	28300
17	37863523	28300
17	37863524	28300
17	37863525	28300
17	37863526	28300
17	37863527	28300
17	37863528	28300
17	37863529	28300
17	37863530	28300
17	37863531	28300
17	37863532	28300
17	37863533	28300
17	37863534	28300
17	37863535	28300
17	37863536	28300
17	37863537	28300
17	37863538	28300
17	37863539	28300
17	37863540	28300
17	37863541	28300
17	37863542	28300
17	37863543	28300
17	37864551	39367
17	37864552	39367
17	37864553	39369
17	37864554	39369
17	37864555	39369
17	37864556	39369
17	37864557	39369
17	37864558	39369
17	37864559	39369
17	37864560	39369
17	37864561	39369
17	37864562	39369
17	37864563	39370
17	37864564	39370
17	37864565	39370
17	37864566	39370
17	37864567	39370
17	37864568	39370
17	37864569	39370
17	37864570	39370
17	37864571	39370
17	37864572	39370
17	37864573	39370
17	37864574	39370
17	37864575	39370
17	37864576	39370
17	37864577	39370
17	37864578	39370
17	37864579	39370
17	37864580	39370
17	37864581	39370
17	37864582	39370
17	37864583	39370
17	37864584	39370
17	37864585	39370
17	37864586	39370
17	37864587	39370
17	37864588	39370
17	37864589	39370
17	37864590	39370
17	37864591	39370
17	37864592	39370
17	37864593	39370
17	37864594	39370
17	37864595	39370
17	37864596	39370
17	37864597	39370
17	37864598	39370
17	37864599	39370
17	37864600	39370
17	37864601	39371
17	37864602	39371
17	37864603	39371
17	37864604	39371
17	37864605	39371
17	37864606	39371
17	37864607	39371
17	37864608	39371
17	37864609	39371
17	37864610	39371
17	37864611	39371
17	37864612	39371
17	37864613	39371
17	37864614	39371
17	37864615	39371
17	37864616	39371
17	37864617	39371
17	37864618	39371
17	37864619	39371
17	37864620	39371
17	37864621	39371
17	37864622	39371
17	37864623	39371
17	37864624	39371
17	37864625	39371
17	37864626	39371
17	37864627	39371
17	37864628	39371
17	37864629	39371
17	37864630	39371
17	37864631	39371
17	37864632	39371
17	37864633	39371
17	37864634	39371
17	37864635	39371
17	37864636	39371
17	37864637	39371
17	37864638	39371
17	37864639	39371
17	37864640	39371
17	37864641	39371
17	37864642	39371
17	37864643	39371
17	37864644	39371
17	37864645	39371
17	37864646	39371
17	37864647	39371
17	37864648	39371
17	37864649	39371
17	37864650	39371
17	37864651	39371
17	37864652	39371
17	37864653	39371
17	37864654	39371
17	37864655	39371
17	37864656	39371
17	37864657	39371
17	37864658	39371
17	37864659	39371
17	37864660	39371
17	37864661	39369
17	37864662	39369
17	37864663	39368
17	37864664	39367
17	37864729	27510
17	37864730	27512
17	37864731	27512
17	37864732	27600
17	37864733	54985
17	37864734	54988
17	37864735	54988
17	37864736	54990
17	37864737	54990
17	37864738	54996
17	37864739	55006
17	37864740	55021
17	37864741	55023
17	37864742	55023
17	37864743	55023
17	37864744	55023
17	37864745	55023
17	37864746	55017
17	37864747	55023
17	37864748	55023
17	37864749	55023
17	37864750	55023
17	37864751	55023
17	37864752	55023
17	37864753	55023
17	37864754	55023
17	37864755	55023
17	37864756	55023
17	37864757	55023
17	37864758	55023
17	37864759	55023
17	37864760	55023
17	37864761	55023
17	37864762	55023
17	37864763	55023
17	37864764	55023
17	37864765	55023
17	37864766	55023
17	37864767	55023
17	37864768	55023
17	37864769	55023
17	37864770	55023
17	37864771	55023
17	37864772	55023
17	37864773	55023
17	37864774	55023
17	37864775	55023
17	37864776	55023
17	37864777	55023
17	37864778	55023
17	37864779	55023
17	37864780	55023
17	37864781	55023
17	37864782	55023
17	37864783	55023
17	37864784	55023
17	37864785	55023
17	37864786	55023
17	37864787	55023
17	37864788	55023
17	37864789	55023
17	37864790	55023
17	37864791	55023
17	37864792	55023
17	37864793	55023
17	37864794	55023
17	37864795	55023
17	37864796	55023
17	37864797	55023
17	37864798	55023
17	37864799	55023
17	37864800	55023
17	37864801	55023
17	37864802	55023
17	37864803	55023
17	37864804	55023
17	37864805	55023
17	37864806	55023
17	37864807	55023
17	37864808	55023
17	37864809	55023
17	37864810	55023
17	37864811	55023
17	37864812	55023
17	37864813	55023
17	37864814	55023
17	37864815	55023
